	x	y	gene	sig	fc	cluster
MSH2	9.878753779	10.01053386	MSH2	0	0.190079659	2
ZPLD2P	-9.000809686	-6.887492847	ZPLD2P	0	0.488203206	2
TMEM167A	7.30016937	-3.831441153	TMEM167A	0	0.174318247	9
CFL1	10.70296188	-6.444894396	CFL1	0	-0.254133706	2
KCTD1	7.966417778	16.33015757	KCTD1	0	-0.216256596	1
TMSB15A	3.198296754	-13.52699608	TMSB15A	0	-0.232149161	18
CHST2	-9.137267824	0.361508323	CHST2	0	-0.419823269	5
ETV5	14.14039208	12.14147418	ETV5	0	0.667545535	5
UBAC1	3.840631937	-6.859391535	UBAC1	0	-0.203700327	15
PRUNE2	6.142187507	15.703539	PRUNE2	0	-0.185626701	19
PPIG	11.94847621	8.897343615	PPIG	0	0.281528641	3
BAIAP2	5.382161862	8.674672762	BAIAP2	0	0.220780335	1
NR2C2	7.951621467	5.864868298	NR2C2	0	0.318437606	7
LINC00852	-10.51626728	-10.84002365	LINC00852	0	-0.570972654	4
CFAP46	5.364586567	6.268034579	CFAP46	0	0.447578681	9
AMMECR1L	-3.097423659	-5.626563722	AMMECR1L	0	0.131368747	10
NUDCD3	10.44928759	8.08583368	NUDCD3	0	-0.179975573	2
MAU2	5.233871048	3.639110659	MAU2	0	-0.134096821	4
UGGT2	10.13327448	15.52716087	UGGT2	0	-0.185685787	12
PWWP3A	11.59560704	2.640694786	PWWP3A	0	-0.206759469	4
SCUBE1	-9.991727283	0.709885145	SCUBE1	0	-0.5230091	13
RIMKLA	10.91096038	2.300386659	RIMKLA	0	-0.336179963	19
WSB2	4.073685683	4.424584631	WSB2	0	-0.313727283	9
PCDHGB4	-9.735644387	-9.382153709	PCDHGB4	0	-1.926609562	2
CTXND1	16.80419116	9.826612483	CTXND1	0	-1.243136315	4
ZSCAN20	-8.459062514	-9.050153638	ZSCAN20	0	0.364165882	9
XYLT2	-7.861739893	-3.757324359	XYLT2	0	-0.212819911	8
FSTL5	6.546040634	18.13920257	FSTL5	0	-0.19196584	2
KLHL11	1.722741185	-7.326208792	KLHL11	0	0.276860763	2
BMP7	-8.283318196	4.578077864	BMP7	0	1.124674721	3
NBPF8	-6.697450204	-6.094912262	NBPF8	0	0.374613904	6
TMEM9B-AS1	-9.666493785	-6.922084659	TMEM9B-AS1	0	0.532913007	5
PROX2	-14.76503633	-7.490609153	PROX2	0	0.313814534	5
PHACTR2	1.715440074	11.39874737	PHACTR2	0	0.612664638	5
RHOG	-13.08719516	-1.821344352	RHOG	0	0.270137962	19
ACAT1	8.461927205	3.158415808	ACAT1	0	-0.19988447	5
LTV1	-1.366670771	-5.473232972	LTV1	0	0.299579276	16
MEA1	1.193716086	-13.49096145	MEA1	0	-0.20899868	1
ZNF503-AS2	-10.58271696	-10.66148716	ZNF503-AS2	0	0.529458966	12
TRIB2	-11.54814427	0.639322443	TRIB2	0	-0.251693621	3
PLEKHB1	-12.8970727	-1.225375947	PLEKHB1	0	0.590886884	14
ACO2	8.024907392	6.954772227	ACO2	0	0.150695614	19
CPSF7	5.796672387	2.256834348	CPSF7	0	0.163909658	19
RPS6KA5	13.84170912	14.30091387	RPS6KA5	0	0.409818989	2
SLC6A6	-0.098244514	5.33648511	SLC6A6	0	-0.300404195	4
RELN	-0.526705234	10.57351326	RELN	0	0.330518831	18
KPNA2	0.255138919	-9.154269623	KPNA2	0	0.212958044	3
MUL1	-4.685367692	-11.71919319	MUL1	0	0.151871152	2
MYOM1	-5.255635506	1.402951402	MYOM1	0	-0.770942699	5
GGCX	-1.741412702	-4.831244336	GGCX	0	0.355400647	9
SLC4A10	11.36331155	18.26742261	SLC4A10	0	-0.446162404	4
NKX1-1	-10.03093075	-6.07164984	NKX1-1	0	0.889418033	8
PAPPA2	0.896658705	6.061478603	PAPPA2	0	-1.274889396	2
FLT3LG	-12.56598804	-10.01392419	FLT3LG	0	-0.397742795	19
SIAH1	5.349371398	-0.905071796	SIAH1	0	-0.16081084	6
COX18	-1.162250029	-4.145001024	COX18	0	0.273127541	10
ZNF761	-12.71611995	-10.12383391	ZNF761	0	0.222072102	5
SMAP1	11.29211563	13.13908794	SMAP1	0	-0.180414517	4
MAGI2-AS3	4.312868038	9.479160352	MAGI2-AS3	0	-0.189886971	14
ABHD17C	3.695362302	0.962094169	ABHD17C	0	-0.216222936	17
LINC01876	-0.766740238	9.35192508	LINC01876	0	0.604433495	3
TCF12	7.732887802	18.58644961	TCF12	0	0.337712914	3
FAM156A	-1.163456024	-2.911138808	FAM156A	0	-0.493021697	9
RPS8	10.72442233	-8.46766239	RPS8	0	0.325178264	5
EOMES	-10.89029004	2.590507486	EOMES	0	-0.741925219	9
CFAP74	-5.584888853	-0.628674238	CFAP74	0	0.627169366	2
ZNF112	-1.816440261	-4.361079252	ZNF112	0	-0.336162051	1
MLXIP	5.624362989	5.984688053	MLXIP	0	0.140075175	3
ZZEF1	8.41487606	8.059720185	ZZEF1	0	0.220169141	2
CLSTN1	12.60063583	13.57323761	CLSTN1	0	-0.142369554	3
TIAM2	9.112526166	14.52117133	TIAM2	0	0.401359792	7
ZNF398	6.637636599	6.045671894	ZNF398	0	-0.108860273	17
NPHP4	6.069202695	8.413295408	NPHP4	0	0.258303271	2
ADCK2	-6.935883357	-15.53137669	ADCK2	0	-0.166533892	5
MARVELD3	-15.4911884	-8.586776253	MARVELD3	0	-0.500671476	10
CYP3A4	-10.62192408	-8.46958152	CYP3A4	0	-0.451207781	5
RPUSD3	0.090272634	-10.35693609	RPUSD3	0	-0.186009797	3
COX5A	7.892983927	-7.674923669	COX5A	0	-0.183693108	6
NEMP2	-9.105464506	-7.449835106	NEMP2	0	-0.22136938	5
POLR1E	-2.490477786	-13.7985641	POLR1E	0	-0.199093519	2
STK11	-3.840318843	-7.821290626	STK11	0	0.198690528	17
STAG3	-7.09333878	-5.030061395	STAG3	0	-0.262350428	10
CYS1	-8.687111097	-5.064966262	CYS1	0	1.02690222	19
ASS1	-8.978874127	0.70935609	ASS1	0	-0.510534334	10
ZNF276	0.645333277	-4.806854991	ZNF276	0	-0.255748124	10
ACOT1	-14.06698791	-10.38963585	ACOT1	0	-0.585039231	6
ANAPC1	6.093976718	2.126469861	ANAPC1	0	0.194537191	23
TMED1	-1.837503087	-14.24816621	TMED1	0	0.229100247	2
NRG1	12.19392364	19.24220298	NRG1	0	0.204512297	3
FKBP1A	-1.171050419	1.940005996	FKBP1A	0	-0.172203934	6
IBTK	11.221348	12.25655715	IBTK	0	-0.229342729	3
SZT2	2.965169875	1.274446096	SZT2	0	-0.211339865	5
ZMAT1	1.464606264	5.811339323	ZMAT1	0	-0.304656168	5
GABPA	4.703761064	-0.076493739	GABPA	0	0.267990953	2
MIR6859-1	2.233813172	9.2126701	MIR6859-1	0	-0.818557061	9
COL23A1	2.733945875	7.537561124	COL23A1	0	1.304674421	5
STARD13	5.095423283	15.84976434	STARD13	0	0.473096583	4
MXD4	-3.918284122	1.49029501	MXD4	0	0.190883271	6
RECQL5	-4.514854918	-6.420602871	RECQL5	0	0.173611112	4
TASOR	9.344354592	6.746203585	TASOR	0	-0.155937798	6
SKI	5.686522092	6.568705615	SKI	0	0.207345043	10
LINC01012	-8.072224855	-4.481039509	LINC01012	0	0.51240034	14
ATP6V0D2	-10.88878966	-2.154406241	ATP6V0D2	0	1.191523535	10
USP25	11.14164865	14.71040383	USP25	0	0.187787003	3
CPOX	-7.052113739	-16.88977926	CPOX	0	0.150866624	14
COX15	-6.700146955	-17.00497453	COX15	0	0.112769588	6
ARID1B	9.762425118	17.82941881	ARID1B	0	-0.135635209	13
PDS5B	10.6166579	15.50413764	PDS5B	0	-0.226106003	2
SLC7A2	-6.329632951	4.059668727	SLC7A2	0	0.901159083	4
LANCL3	-3.0302224	3.23989381	LANCL3	0	-0.519738606	5
PRIM2	7.770079327	4.652474368	PRIM2	0	0.245142077	6
FGD6	-0.730653822	6.577513647	FGD6	0	-0.199550926	5
GAREM2	-12.9011155	-3.016371139	GAREM2	0	0.321924512	15
ADH5	3.084639952	-9.954148019	ADH5	0	0.168718438	5
PAPPA	-1.586008959	8.383857639	PAPPA	0	-0.675937318	5
FN1	-5.560055812	4.818691464	FN1	0	1.749061599	2
TPTEP2-CSNK1E	8.966392407	7.612337011	TPTEP2-CSNK1E	0	0.375240389	1
LUC7L3	11.46088719	15.49960133	LUC7L3	0	-0.240291199	17
RNF25	-4.546690481	-9.925926279	RNF25	0	-0.202795549	9
TPD52L2	5.015400708	3.608900348	TPD52L2	0	0.08770397	19
CCN6	-10.68834176	-8.409679791	CCN6	0	-0.621130837	6
ALKBH4	-2.744341443	-10.46809814	ALKBH4	0	-0.189987718	3
C2orf15	-9.434390288	-12.43676712	C2orf15	0	-0.364739822	14
SPHK1	-16.08664808	-8.598497717	SPHK1	0	0.470960752	5
SRSF6	9.094696438	-0.76967996	SRSF6	0	0.143482161	6
LTB4R2	-11.68830565	-10.77772105	LTB4R2	0	-0.383630391	14
HELB	-3.04062806	-1.147227319	HELB	0	0.696622639	2
GTPBP3	-4.160220544	-9.722121443	GTPBP3	0	-0.208700576	9
VDAC1	9.606147187	-5.327821858	VDAC1	0	-0.134375967	10
GPR135	7.487411522	6.118838562	GPR135	0	-0.251707696	9
AGPAT3	6.718167622	6.428719803	AGPAT3	0	-0.178509281	19
HDHD5	2.537309187	-0.738120433	HDHD5	0	-0.197251687	9
CERS6	11.2131117	17.59255059	CERS6	0	-0.162999808	4
KCNH4	-4.366880275	4.261463142	KCNH4	0	-0.292722535	9
PSMD10	-3.743862015	-13.64337371	PSMD10	0	0.340581293	1
RFC3	1.891597797	8.483292495	RFC3	0	0.251883198	6
SALL2	-5.277744236	-13.80779382	SALL2	0	0.17312386	19
TMEM165	5.415986964	15.09210944	TMEM165	0	0.205434507	19
TEX10	5.615197793	0.613146358	TEX10	0	0.197032273	2
ADRA2C	-11.466925	-13.59547437	ADRA2C	0	-0.485160657	3
TMEM200B	-10.59175931	-12.05382584	TMEM200B	0	0.406435204	2
SOCS2-AS1	-7.631517968	1.307653916	SOCS2-AS1	0	-0.775541736	19
CES3	-9.687399521	-1.820863106	CES3	0	-0.280379429	1
IDUA	-5.112648549	-9.278909041	IDUA	0	-0.419088409	9
SUCLG1	9.659824864	2.656706342	SUCLG1	0	0.231726137	6
TIMM8A	-2.401189858	-13.36574735	TIMM8A	0	0.258074525	9
CCR6	-9.749458672	-7.996789664	CCR6	0	0.56374736	9
AVPI1	-3.155904523	-13.47948386	AVPI1	0	-0.32063335	1
GPR19	-0.322104496	-3.178793693	GPR19	0	0.184359862	4
AP3M2	7.740583144	-1.002017806	AP3M2	0	-0.180562457	9
ZBED4	3.474166544	0.676989869	ZBED4	0	0.231752275	9
RGCC	-7.743743453	7.447886563	RGCC	0	-0.764180545	4
DIRAS3	-10.14657843	2.540691893	DIRAS3	0	0.520251715	1
KNSTRN	-17.47098545	-5.845816672	KNSTRN	0	0.331707723	11
LSM4	5.922191147	-9.066110846	LSM4	0	0.201475162	4
TRAK2	10.94252706	10.56475297	TRAK2	0	-0.25367291	14
SPDEF	-11.8112857	-10.99992997	SPDEF	0	0.37366109	3
ITIH2	-13.77988814	-2.000722829	ITIH2	0	-0.442134308	7
MYC	-8.492501336	-12.70728775	MYC	0	-0.623501071	3
HPGD	-8.116803122	2.714052023	HPGD	0	-0.336052988	23
PDCD6	9.208546665	1.761375563	PDCD6	0	-0.146936399	17
IFI27L2	-8.296500831	-3.320459217	IFI27L2	0	2.565964333	5
SLC9A3	-11.19560122	-11.96003068	SLC9A3	0	0.706610435	8
SLC25A51	5.033103383	0.787196688	SLC25A51	0	0.279321106	5
SH2B2	-12.3633525	-6.420991385	SH2B2	0	-0.308499232	2
MAP2K5	10.44521968	15.27186879	MAP2K5	0	-0.252985061	9
PGBD5	7.604336177	13.03157088	PGBD5	0	-0.11209412	5
CATSPERE	1.215798752	5.329535206	CATSPERE	0	-0.303748087	3
DNAH12	-9.961374385	5.15932327	DNAH12	0	0.729316328	23
SRPK3	-11.05768432	-3.458124314	SRPK3	0	0.610294331	15
DBH-AS1	-12.01290664	-11.75610165	DBH-AS1	0	-0.436684069	5
FOXD4L1	-11.62426074	-10.9301873	FOXD4L1	0	-0.88851293	2
RTL8A	1.288983661	-12.63563646	RTL8A	0	-0.231214873	17
KANK2	-12.38713793	-1.257802095	KANK2	0	0.334826789	4
PTGS1	-15.84742657	-8.13404686	PTGS1	0	0.676190882	3
LIMS2	-12.58630288	-5.755184276	LIMS2	0	0.533634097	5
TFPI2	-11.33296579	0.684174014	TFPI2	0	0.31573204	6
CCDC102B	6.005943507	9.550269161	CCDC102B	0	0.40597216	7
MIR3911	2.445185011	9.090176376	MIR3911	0	-0.551619557	3
DPY30	7.582172558	-2.867459499	DPY30	0	-0.182214671	2
OLFML2B	-5.253349504	5.106947322	OLFML2B	0	0.814220368	7
CUTA	7.960966673	-8.285779991	CUTA	0	-0.52599061	2
RCHY1	7.15554346	1.542753227	RCHY1	0	-0.196342383	10
SFMBT1	-1.072768729	2.667547	SFMBT1	0	-0.14149847	3
STC2	-9.491782464	-10.33113412	STC2	0	0.657006098	2
IARS2	5.03084646	-0.265417016	IARS2	0	0.165486414	10
RFXANK	-15.42606709	-2.897809618	RFXANK	0	0.31482411	3
ENOX2	0.839727887	6.689244307	ENOX2	0	0.41401546	9
EN2	-10.82528345	1.081995508	EN2	0	0.266471991	17
NOL4L	5.529172971	7.119858715	NOL4L	0	-0.160551449	15
OR2L13	-7.713701233	-14.61115522	OR2L13	0	1.059738764	9
PARP6	3.202501434	-0.649157603	PARP6	0	-0.156022931	18
TCAF1	9.910937832	4.888822812	TCAF1	0	-0.2370145	3
ZNF449	1.097923488	-4.801867171	ZNF449	0	-0.301017683	10
ZNF140	-0.823592174	-3.396839152	ZNF140	0	-0.122154627	1
DUSP9	-8.657725186	-2.999039955	DUSP9	0	-0.34593805	9
AMIGO2	-10.1150305	1.61053688	AMIGO2	0	-0.602297017	9
CD68	-14.4323864	-2.043415371	CD68	0	-0.255636258	17
SHC1	-8.973877791	-16.29631593	SHC1	0	0.280872962	9
PMEPA1	-3.819990345	6.270302766	PMEPA1	0	-0.226762108	9
EIF2AK2	9.103393001	6.791188675	EIF2AK2	0	0.427832297	9
IAH1	9.281270294	-0.724320126	IAH1	0	0.722682269	1
FRMD5	9.55044893	19.19263526	FRMD5	0	-0.123559167	5
UBXN7	7.538147888	5.455656614	UBXN7	0	0.608985771	10
EEF2K	1.602263804	4.880947125	EEF2K	0	-0.25705807	1
RIC8A	-2.299017166	-10.76346023	RIC8A	0	0.112274433	11
N6AMT1	-1.761031034	-12.20188502	N6AMT1	0	-0.228139531	4
EXD3	5.408040134	4.991035429	EXD3	0	-0.373436917	3
SENP5	9.542617432	10.24433035	SENP5	0	0.228048747	19
C2orf92	-4.05335086	-3.713078468	C2orf92	0	-0.316303136	17
ARHGAP23	-6.304789977	7.491033694	ARHGAP23	0	-0.525421316	2
AUTS2	10.01139922	18.80678644	AUTS2	0	-0.354361419	4
VPS37B	-0.810659476	1.934677838	VPS37B	0	0.342166962	10
DCAF15	-3.041531526	-7.942515483	DCAF15	0	-0.13142854	8
MRPL51	5.760111351	-10.50471789	MRPL51	0	0.213950409	10
FAM167A	-10.98996703	-0.931675171	FAM167A	0	-0.222564638	7
CEP63	10.64205035	4.73134416	CEP63	0	0.12801874	10
CRTAC1	-0.525929635	8.865888376	CRTAC1	0	0.392330478	3
ZFX	6.33045599	2.607484092	ZFX	0	0.424054234	2
COG8	-1.709315905	-7.92457108	COG8	0	0.16602717	17
CABIN1	7.676728183	9.022316617	CABIN1	0	0.212046198	4
ACTN4	5.208380664	9.570239352	ACTN4	0	0.205022475	5
MIR3685	2.843975266	8.779504449	MIR3685	0	-0.286696827	17
COPS5	1.931043607	-10.90040615	COPS5	0	-0.134291904	1
PLD2	-12.86473136	-6.25017527	PLD2	0	0.362552339	17
SH3BGRL	6.866831595	11.13190969	SH3BGRL	0	0.159124786	6
KCND1	-11.43248239	-10.88400769	KCND1	0	0.424129995	1
GAN	-0.179944605	7.06184253	GAN	0	0.694927008	2
G6PC3	-3.596239808	-12.43840204	G6PC3	0	0.208796766	5
PLCD4	-6.596107737	-3.422538387	PLCD4	0	-0.323354703	10
LIAS	0.152167295	-2.779204559	LIAS	0	0.284255943	7
PHF24	3.36132371	-4.17398575	PHF24	0	-0.741252355	17
COLGALT1	-3.616870798	-5.965411775	COLGALT1	0	0.126830748	7
CHST15	4.98078814	7.481538949	CHST15	0	-0.264758274	6
MIEN1	1.989760808	-12.91288996	MIEN1	0	-0.238089297	5
ZFYVE9	10.94233335	13.88620768	ZFYVE9	0	-0.173336683	10
ARHGEF33	-3.263959809	1.521263086	ARHGEF33	0	-0.343352667	4
BEAN1-AS1	-11.57890231	-8.720533267	BEAN1-AS1	0	-0.358403603	6
TMIE	-10.75386781	-13.84108831	TMIE	0	-0.676740573	4
NPIPA7	-11.70348905	-9.01683014	NPIPA7	0	-0.387008605	4
PLS1	1.199137145	3.79981322	PLS1	0	0.276456762	6
HMGN1	12.56878272	-2.018850966	HMGN1	0	-0.126012459	13
METTL14	4.744430779	0.01479836	METTL14	0	0.254846085	10
SLBP	2.536329538	-8.337453402	SLBP	0	0.175363189	16
SMIM19	2.994812627	-8.260412893	SMIM19	0	-0.172193704	1
FGF18	-10.38041502	-2.749249564	FGF18	0	-0.888975653	6
C2CD3	8.1533656	7.081721423	C2CD3	0	0.150271685	11
MGAT3	4.483493295	3.921004581	MGAT3	0	-0.217706255	23
PPP1R35	-1.539762409	-9.263339852	PPP1R35	0	0.29261301	2
ADGRE5	-10.92772563	-2.100470644	ADGRE5	0	0.317108282	10
DCTN3	8.00982999	-8.654990885	DCTN3	0	-0.205569756	2
KATNAL1	11.25090582	9.582416594	KATNAL1	0	0.155927208	4
LRRFIP2	9.173941257	15.50430181	LRRFIP2	0	-0.129939444	2
RPGR	1.814116268	4.282407774	RPGR	0	0.161194217	20
DNASE1	5.27419571	2.393991681	DNASE1	0	-0.179621717	4
ATAD3C	-14.13047497	-9.555153907	ATAD3C	0	-0.434713934	7
NCBP2AS2	4.841910759	-9.292447862	NCBP2AS2	0	0.202240933	16
ATP5PO	8.451795555	-8.215462376	ATP5PO	0	-0.211553529	5
SUB1	10.98461126	-5.996057967	SUB1	0	-0.165946763	3
SYNGR2	-13.00806279	-2.215978247	SYNGR2	0	0.141886532	5
RNF212B	-7.290961558	-5.061017615	RNF212B	0	-0.329645881	9
STEAP2	11.53795682	4.372745703	STEAP2	0	0.269284973	4
RPL13AP20	-13.27713363	-8.534127353	RPL13AP20	0	0.479859422	2
HECTD4	10.64101669	16.20973789	HECTD4	0	-0.233964405	10
NUP54	7.670621605	3.076192996	NUP54	0	0.243740488	5
HELZ	10.5552199	12.06972161	HELZ	0	0.238450014	20
PELP1	0.067163599	-3.773877612	PELP1	0	0.183256142	1
SPIN4	-9.982476078	-8.318247564	SPIN4	0	-0.329877589	6
THOC2	10.63313792	9.190083764	THOC2	0	0.114786451	6
FBXL6	-2.725291124	-9.43324291	FBXL6	0	-0.286868836	5
MCHR1	-5.430913042	-13.20992166	MCHR1	0	-0.469072197	5
QTRT2	2.182189141	-2.876548769	QTRT2	0	0.374410836	14
STK31	-4.071808115	-2.370929836	STK31	0	-0.420220461	3
SLC36A4	11.34479061	8.787370087	SLC36A4	0	0.130313488	2
LEMD3	9.590693669	5.953309001	LEMD3	0	0.193667346	19
MXD3	-17.13782123	-6.005772924	MXD3	0	0.477443314	6
PRR16	12.58711784	19.04203813	PRR16	0	-0.463159004	4
PRANCR	12.88335202	16.27450254	PRANCR	0	0.388245354	3
PRPF3	3.488515576	0.857102468	PRPF3	0	0.302135118	17
PIWIL2	-4.866847822	-1.064657513	PIWIL2	0	0.663449824	5
GGCT	3.712106808	-5.689432539	GGCT	0	-0.103749441	2
PTN	15.69291584	14.00993359	PTN	0	-0.511310206	1
NEK3	-6.800800307	6.978227844	NEK3	0	-0.131896884	9
OTUD7A	9.283700126	17.4244906	OTUD7A	0	0.514828498	2
SNX27	9.86530301	7.91599385	SNX27	0	-0.145607671	19
HNRNPH1	13.18401682	8.980555308	HNRNPH1	0	0.211109812	5
COL4A1	2.861942857	9.929171537	COL4A1	0	0.351848008	2
SMIM7	-1.275415935	1.793802954	SMIM7	0	0.133653065	14
MRTFB	11.57430027	17.17390343	MRTFB	0	-0.205612328	3
YY1AP1	4.661344321	3.173854173	YY1AP1	0	-0.136335678	5
DNAJC27-AS1	3.396379526	2.326022885	DNAJC27-AS1	0	-0.271499362	7
IK	2.801403901	-11.91695148	IK	0	0.126540482	3
MIF4GD	-2.625429447	-12.82645126	MIF4GD	0	0.223312153	14
PHOX2B	6.049229134	-6.153179631	PHOX2B	0	-2.043846107	2
ISL1	-9.792776403	2.529943748	ISL1	0	-0.981553363	9
FAIM	-2.474409813	-3.720565454	FAIM	0	0.836298941	9
GNRH2	-12.27956201	-11.4225247	GNRH2	0	-0.370389966	9
SLC35C1	-7.511545595	-12.64264324	SLC35C1	0	-0.170537126	9
RAD54L2	7.295232989	6.891104928	RAD54L2	0	0.164344089	5
NLGN4X	11.34987058	17.36612894	NLGN4X	0	-0.548617992	17
RNH1	4.037307227	-8.263937584	RNH1	0	1.043591874	2
FAM110A	-10.98723146	-4.107619968	FAM110A	0	-0.271736313	6
SACM1L	8.650828297	4.219858358	SACM1L	0	0.209210919	21
RPL28	10.7531729	-8.285295466	RPL28	0	0.25608168	6
NAA25	10.23051641	10.27203984	NAA25	0	0.363185412	3
DCAF6	11.57182736	14.89588735	DCAF6	0	-0.177471653	2
ZRANB1	7.320466134	2.814521207	ZRANB1	0	0.191955551	3
UBE2I	7.363994502	-3.689755685	UBE2I	0	0.067728297	10
FAM168A	10.35453902	15.86905951	FAM168A	0	-0.181184066	3
NPIPB3	-11.43432825	-9.490480693	NPIPB3	0	-0.397282482	6
DLC1	14.29956808	18.33328566	DLC1	0	0.273374304	20
APLP1	12.26326207	-2.952341802	APLP1	0	-0.17017179	9
HSP90AB1	11.37147129	-5.732219863	HSP90AB1	0	0.161054326	3
NOA1	-5.926132219	-8.419104192	NOA1	0	0.175802156	5
MAP4K1	-15.42646482	-8.517906674	MAP4K1	0	-0.390311123	21
FAM117B	8.256709573	8.077312394	FAM117B	0	-0.175212708	10
TNMD	-11.34066817	-8.399646754	TNMD	0	-0.63764209	6
AFTPH	10.09244537	7.784385752	AFTPH	0	0.207883933	2
MED7	-3.789343289	-15.24011733	MED7	0	-0.217994753	4
CHIC2	8.287054986	4.785592328	CHIC2	0	-0.194584688	7
FBXL20	9.936338554	13.89107137	FBXL20	0	0.190645647	9
NXPH1	15.51042391	15.82520554	NXPH1	0	0.382109907	11
EFNB1	-14.00590744	-4.485361978	EFNB1	0	0.380587588	3
RPSA	10.63624378	-8.35327387	RPSA	0	0.220518287	1
KSR1	2.227628178	7.888704921	KSR1	0	0.178583512	1
LACTB	0.760349719	-2.599783741	LACTB	0	0.185293207	9
DDHD2	10.37522966	3.343350227	DDHD2	0	0.275417969	4
LRCH1	4.067780024	13.00568705	LRCH1	0	-0.167632986	4
ATG4D	-3.372403205	-9.470464827	ATG4D	0	0.23338835	2
CAAP1	7.796272527	2.631194652	CAAP1	0	0.242575166	15
SPACA9	-5.162113415	-11.10875501	SPACA9	0	-0.172905392	1
ANKRD18B	1.59804066	4.032998079	ANKRD18B	0	0.290043762	3
PPP1R15A	-15.13882338	-0.6627718	PPP1R15A	0	0.221280345	14
SHC2	10.19939283	0.739566446	SHC2	0	-0.281284753	5
RGMB	1.404489943	6.650811476	RGMB	0	0.286263571	10
KPNA6	5.700604254	5.540440938	KPNA6	0	0.099294557	3
POLA1	3.703395037	7.389802609	POLA1	0	0.606865387	3
CENPS	-6.851615541	-7.957313114	CENPS	0	-0.292774046	2
MZT2A	6.948040706	-7.432240401	MZT2A	0	-0.378246384	14
ARFGAP1	-2.656849554	-8.510652122	ARFGAP1	0	0.248928189	4
IGFBP7	-8.783610081	5.18319384	IGFBP7	0	1.01923627	2
GLYATL2	-0.623588553	8.062384108	GLYATL2	0	-1.18420969	10
RASD1	-3.450844351	1.060937935	RASD1	0	0.289817387	10
UBR2	10.72209696	14.33747326	UBR2	0	0.274116068	11
RUSF1	-0.843989703	-6.283112858	RUSF1	0	0.128283282	4
ERMP1	1.738649417	3.247562538	ERMP1	0	0.272395193	19
RAP1A	8.54594989	10.09185485	RAP1A	0	-0.15192253	4
FNBP1L	2.394376667	11.96957152	FNBP1L	0	-0.254157519	3
PRR29	-13.79617556	-3.996749039	PRR29	0	-0.492100851	19
TSPAN32	-12.123343	-7.876194034	TSPAN32	0	-0.473293486	10
PCDHA7	-14.42943644	-10.71534001	PCDHA7	0	0.61873633	5
LARGE2	-11.91883092	-4.402737867	LARGE2	0	-0.722764107	3
ACOXL	-9.97359734	-1.420776111	ACOXL	0	0.380623793	4
EPHA5	12.33892761	19.31760569	EPHA5	0	-0.976765916	5
RBMS2	-4.126776016	-0.362292127	RBMS2	0	0.228727745	1
EPHB2	3.709242332	7.736030921	EPHB2	0	0.186011042	5
INTS6L	3.212291328	7.821858114	INTS6L	0	-0.23378016	15
CCDC93	10.07887169	7.602432177	CCDC93	0	-0.215699698	5
TMEM256	-9.720073089	-14.76267246	TMEM256	0	0.354423909	18
PFDN2	8.808587374	-7.51637028	PFDN2	0	-0.189572186	11
GUCA1A	-1.385526973	-14.58189742	GUCA1A	0	-1.495662461	5
MMP23B	-12.17578708	-11.41053824	MMP23B	0	0.813926174	14
ERCC1	6.702042097	-1.17066285	ERCC1	0	0.183228704	15
ATE1	9.924063292	13.68603635	ATE1	0	0.20192403	16
PAXIP1-DT	-4.469683449	-7.788158851	PAXIP1-DT	0	-0.104856963	1
ANKRD31	-3.869673505	-2.259045833	ANKRD31	0	-0.392334096	4
ZSWIM8-AS1	-11.9958961	-11.36451146	ZSWIM8-AS1	0	-0.623316999	9
PNMA2	13.42034006	5.406487096	PNMA2	0	-0.188426889	15
CHMP2A	2.197532626	-12.95610327	CHMP2A	0	0.207269141	5
SPRYD7	5.633725456	-1.44537908	SPRYD7	0	-0.169642319	5
GABARAPL1	9.224682247	-4.589278085	GABARAPL1	0	-0.144861518	16
SRFBP1	7.792017379	1.384266813	SRFBP1	0	0.420491459	4
SERAC1	5.023990473	1.994747581	SERAC1	0	-0.187360287	17
ABHD5	5.972838323	1.541218979	ABHD5	0	0.223282679	4
TMEM178B	10.73307817	18.61313394	TMEM178B	0	-0.21041237	6
VMO1	-11.11157653	-12.18507022	VMO1	0	-0.627060934	6
FAM89A	-8.228604457	2.117864621	FAM89A	0	0.431658688	7
FCSK	-3.787942946	-6.093552153	FCSK	0	-0.224429697	10
AOAH	-13.06390819	3.253216502	AOAH	0	-0.447769194	10
RNF7	1.66297957	-13.92933734	RNF7	0	0.178210859	10
ZFP14	8.472268685	2.297710665	ZFP14	0	-0.163278474	10
EXOSC2	-7.330224791	-7.968884816	EXOSC2	0	-0.167240309	11
RABL3	-1.274344996	-3.91549683	RABL3	0	-0.141490697	3
MYL6B	8.686809918	-6.909046724	MYL6B	0	-0.250220723	3
KLHL7	10.56546645	11.24920014	KLHL7	0	-0.17432634	6
PSME3	-0.266238752	-8.022770763	PSME3	0	-0.192188036	9
LAMA4	-8.006436879	6.046825685	LAMA4	0	0.358382399	9
ELP6	-0.675021062	-4.616150148	ELP6	0	-0.17331434	5
MSH3	10.69597672	12.1959695	MSH3	0	0.169365128	4
ZNF350-AS1	-3.255774903	-1.417795902	ZNF350-AS1	0	-0.608082742	3
PPP2R5B	2.384160707	-6.989863143	PPP2R5B	0	-0.13381498	2
IFT43	8.556854879	8.169948598	IFT43	0	-0.246572971	2
